

wavelength(nm), Y
1569.82, -5.04851
1569.82, -5.06503
1569.82, -5.08168
1569.82, -5.09847
1569.82, -5.1154
1569.82, -5.13246
1569.82, -5.14966
1569.81, -5.167
1569.81, -5.18448
1569.81, -5.2021
1569.81, -5.21985
1569.81, -5.23775
1569.81, -5.25579
1569.81, -5.27397
1569.81, -5.29229
1569.8, -5.31076
1569.8, -5.32937
1569.8, -5.34812
1569.8, -5.36702
1569.8, -5.38606
1569.8, -5.40525
1569.8, -5.42458
1569.8, -5.44406
1569.8, -5.46369
1569.79, -5.48347
1569.79, -5.5034
1569.79, -5.52348
1569.79, -5.54371
1569.79, -5.56409
1569.79, -5.58462
1569.79, -5.6053
1569.79, -5.62614
1569.78, -5.64714
1569.78, -5.66828
1569.78, -5.68959
1569.78, -5.71105
1569.78, -5.73266
1569.78, -5.75444
1569.78, -5.77637
1569.78, -5.79847
1569.77, -5.82072
1569.77, -5.84314
1569.77, -5.86572
1569.77, -5.88846
1569.77, -5.91136
1569.77, -5.93443
1569.77, -5.95767
1569.77, -5.98107
1569.76, -6.00464
1569.76, -6.02838
1569.76, -6.05228
1569.76, -6.07636
1569.76, -6.10061
1569.76, -6.12503
1569.76, -6.14962
1569.76, -6.17439
1569.76, -6.19933
1569.75, -6.22445
1569.75, -6.24975
1569.75, -6.27522
1569.75, -6.30088
1569.75, -6.32671
1569.75, -6.35273
1569.75, -6.37892
1569.75, -6.4053
1569.74, -6.43187
1569.74, -6.45862
1569.74, -6.48556
1569.74, -6.51269
1569.74, -6.54
1569.74, -6.56751
1569.74, -6.59521
1569.74, -6.6231
1569.73, -6.65118
1569.73, -6.67946
1569.73, -6.70794
1569.73, -6.73662
1569.73, -6.76549
1569.73, -6.79457
1569.73, -6.82385
1569.73, -6.85333
1569.72, -6.88301
1569.72, -6.9129
1569.72, -6.943
1569.72, -6.97331
1569.72, -7.00383
1569.72, -7.03456
1569.72, -7.06551
1569.72, -7.09667
1569.72, -7.12804
1569.71, -7.15964
1569.71, -7.19145
1569.71, -7.22349
1569.71, -7.25575
1569.71, -7.28823
1569.71, -7.32094
1569.71, -7.35388
1569.71, -7.38705
1569.7, -7.42045
1569.7, -7.45408
1569.7, -7.48795
1569.7, -7.52205
1569.7, -7.5564
1569.7, -7.59098
1569.7, -7.62581
1569.7, -7.66088
1569.69, -7.6962
1569.69, -7.73177
1569.69, -7.76759
1569.69, -7.80366
1569.69, -7.83999
1569.69, -7.87657
1569.69, -7.91342
1569.69, -7.95052
1569.68, -7.98789
1569.68, -8.02553
1569.68, -8.06343
1569.68, -8.1016
1569.68, -8.14005
1569.68, -8.17877
1569.68, -8.21777
1569.68, -8.25705
1569.68, -8.29662
1569.67, -8.33647
1569.67, -8.37661
1569.67, -8.41704
1569.67, -8.45776
1569.67, -8.49878
1569.67, -8.5401
1569.67, -8.58172
1569.67, -8.62365
1569.66, -8.66588
1569.66, -8.70843
1569.66, -8.75129
1569.66, -8.79446
1569.66, -8.83796
1569.66, -8.88178
1569.66, -8.92593
1569.66, -8.97041
1569.65, -9.01522
1569.65, -9.06037
1569.65, -9.10586
1569.65, -9.1517
1569.65, -9.19788
1569.65, -9.24442
1569.65, -9.29131
1569.65, -9.33855
1569.65, -9.38617
1569.64, -9.43415
1569.64, -9.4825
1569.64, -9.53123
1569.64, -9.58033
1569.64, -9.62982
1569.64, -9.6797
1569.64, -9.72998
1569.64, -9.78065
1569.63, -9.83172
1569.63, -9.8832
1569.63, -9.93509
1569.63, -9.9874
1569.63, -10.0401
1569.63, -10.0933
1569.63, -10.1469
1569.63, -10.2009
1569.62, -10.2554
1569.62, -10.3103
1569.62, -10.3657
1569.62, -10.4215
1569.62, -10.4778
1569.62, -10.5346
1569.62, -10.5918
1569.62, -10.6496
1569.61, -10.7078
1569.61, -10.7665
1569.61, -10.8258
1569.61, -10.8855
1569.61, -10.9458
1569.61, -11.0065
1569.61, -11.0679
1569.61, -11.1297
1569.61, -11.1921
1569.6, -11.2551
1569.6, -11.3187
1569.6, -11.3828
1569.6, -11.4475
1569.6, -11.5127
1569.6, -11.5786
1569.6, -11.6451
1569.6, -11.7122
1569.59, -11.78
1569.59, -11.8483
1569.59, -11.9173
1569.59, -11.987
1569.59, -12.0574
1569.59, -12.1284
1569.59, -12.2001
1569.59, -12.2726
1569.58, -12.3457
1569.58, -12.4196
1569.58, -12.4942
1569.58, -12.5695
1569.58, -12.6456
1569.58, -12.7225
1569.58, -12.8002
1569.58, -12.8787
1569.57, -12.958
1569.57, -13.0382
1569.57, -13.1192
1569.57, -13.2011
1569.57, -13.2839
1569.57, -13.3675
1569.57, -13.4521
1569.57, -13.5376
1569.57, -13.6241
1569.56, -13.7116
1569.56, -13.8
1569.56, -13.8895
1569.56, -13.98
1569.56, -14.0716
1569.56, -14.1642
1569.56, -14.258
1569.56, -14.3528
1569.55, -14.4489
1569.55, -14.5461
1569.55, -14.6445
1569.55, -14.7442
1569.55, -14.8451
1569.55, -14.9473
1569.55, -15.0508
1569.55, -15.1557
1569.54, -15.262
1569.54, -15.3697
1569.54, -15.4788
1569.54, -15.5895
1569.54, -15.7017
1569.54, -15.8154
1569.54, -15.9308
1569.54, -16.0479
1569.54, -16.1666
1569.53, -16.2871
1569.53, -16.4094
1569.53, -16.5336
1569.53, -16.6596
1569.53, -16.7877
1569.53, -16.9177
1569.53, -17.0498
1569.53, -17.1841
1569.52, -17.3206
1569.52, -17.4594
1569.52, -17.6005
1569.52, -17.7441
1569.52, -17.8902
1569.52, -18.0389
1569.52, -18.1903
1569.52, -18.3445
1569.51, -18.5016
1569.51, -18.6617
1569.51, -18.825
1569.51, -18.9914
1569.51, -19.1612
1569.51, -19.3345
1569.51, -19.5115
1569.51, -19.6922
1569.5, -19.8769
1569.5, -20.0657
1569.5, -20.2588
1569.5, -20.4563
1569.5, -20.6587
1569.5, -20.8659
1569.5, -21.0783
1569.5, -21.2962
1569.5, -21.5197
1569.49, -21.7493
1569.49, -21.9852
1569.49, -22.2278
1569.49, -22.4776
1569.49, -22.7348
1569.49, -22.9999
1569.49, -23.2735
1569.49, -23.5562
1569.48, -23.8484
1569.48, -24.151
1569.48, -24.4645
1569.48, -24.7899
1569.48, -25.1281
1569.48, -25.4801
1569.48, -25.8471
1569.48, -26.2304
1569.47, -26.6315
1569.47, -27.0522
1569.47, -27.4943
1569.47, -27.9603
1569.47, -28.4528
1569.47, -28.975
1569.47, -29.5308
1569.47, -30.1246
1569.47, -30.7621
1569.46, -31.4502
1569.46, -32.1976
1569.46, -33.0155
1569.46, -33.9184
1569.46, -34.9262
1569.46, -36.0661
1569.46, -37.3781
1569.46, -38.9232
1569.45, -40.8015
1569.45, -43.1951
1569.45, -46.4878
1569.45, -51.7087
1569.45, -60.9126
1569.45, -53.3345
1569.45, -47.3905
1569.45, -43.809
1569.44, -41.265
1569.44, -39.295
1569.44, -37.6883
1569.44, -36.332
1569.44, -35.1587
1569.44, -34.125
1569.44, -33.2012
1569.44, -32.3662
1569.43, -31.6045
1569.43, -30.9043
1569.43, -30.2564
1569.43, -29.6535
1569.43, -29.0898
1569.43, -28.5606
1569.43, -28.0618
1569.43, -27.5902
1569.43, -27.143
1569.42, -26.7177
1569.42, -26.3124
1569.42, -25.9253
1569.42, -25.5548
1569.42, -25.1995
1569.42, -24.8583
1569.42, -24.53
1569.42, -24.2139
1569.41, -23.9089
1569.41, -23.6143
1569.41, -23.3295
1569.41, -23.0539
1569.41, -22.7868
1569.41, -22.5278
1569.41, -22.2764
1569.41, -22.0321
1569.4, -21.7947
1569.4, -21.5636
1569.4, -21.3386
1569.4, -21.1194
1569.4, -20.9057
1569.4, -20.6973
1569.4, -20.4938
1569.4, -20.295
1569.39, -20.1009
1569.39, -19.911
1569.39, -19.7253
1569.39, -19.5436
1569.39, -19.3657
1569.39, -19.1915
1569.39, -19.0208
1569.39, -18.8536
1569.39, -18.6895
1569.38, -18.5286
1569.38, -18.3707
1569.38, -18.2158
1569.38, -18.0637
1569.38, -17.9142
1569.38, -17.7674
1569.38, -17.6232
1569.38, -17.4814
1569.37, -17.342
1569.37, -17.2048
1569.37, -17.07
1569.37, -16.9372
1569.37, -16.8066
1569.37, -16.678
1569.37, -16.5514
1569.37, -16.4267
1569.36, -16.3039
1569.36, -16.1828
1569.36, -16.0636
1569.36, -15.946
1569.36, -15.8302
1569.36, -15.7159
1569.36, -15.6033
1569.36, -15.4922
1569.36, -15.3825
1569.35, -15.2744
1569.35, -15.1677
1569.35, -15.0624
1569.35, -14.9584
1569.35, -14.8558
1569.35, -14.7544
1569.35, -14.6544
1569.35, -14.5556
1569.34, -14.458
1569.34, -14.3615
1569.34, -14.2663
1569.34, -14.1721
1569.34, -14.0791
1569.34, -13.9872
1569.34, -13.8963
1569.34, -13.8065
1569.33, -13.7177
1569.33, -13.6299
1569.33, -13.5431
1569.33, -13.4572
1569.33, -13.3723
1569.33, -13.2883
1569.33, -13.2052
1569.33, -13.123
1569.32, -13.0417
1569.32, -12.9612
1569.32, -12.8815
1569.32, -12.8027
1569.32, -12.7247
1569.32, -12.6475
1569.32, -12.5711
1569.32, -12.4955
1569.32, -12.4205
1569.31, -12.3464
1569.31, -12.273
1569.31, -12.2002
1569.31, -12.1282
1569.31, -12.0569
1569.31, -11.9863
1569.31, -11.9163
1569.31, -11.847
1569.3, -11.7784
1569.3, -11.7104
1569.3, -11.643
1569.3, -11.5762
1569.3, -11.5101
1569.3, -11.4446
1569.3, -11.3796
1569.3, -11.3152
1569.29, -11.2514
1569.29, -11.1882
1569.29, -11.1255
1569.29, -11.0634
1569.29, -11.0018
1569.29, -10.9408
1569.29, -10.8803
1569.29, -10.8203
1569.28, -10.7608
1569.28, -10.7019
1569.28, -10.6434
1569.28, -10.5854
1569.28, -10.5279
1569.28, -10.4709
1569.28, -10.4144
1569.28, -10.3583
1569.28, -10.3027
1569.27, -10.2475
1569.27, -10.1928
1569.27, -10.1386
1569.27, -10.0848
1569.27, -10.0314
1569.27, -9.97842
1569.27, -9.92588
1569.27, -9.87377
1569.26, -9.82206
1569.26, -9.77077
1569.26, -9.71987
1569.26, -9.66938
1569.26, -9.61928
1569.26, -9.56957
1569.26, -9.52025
1569.26, -9.4713
1569.25, -9.42273
1569.25, -9.37454
1569.25, -9.32671
1569.25, -9.27925
1569.25, -9.23215
1569.25, -9.1854
1569.25, -9.13901
1569.25, -9.09296
1569.25, -9.04726
1569.24, -9.0019
1569.24, -8.95688
1569.24, -8.9122
1569.24, -8.86784
1569.24, -8.82381
1569.24, -8.78011
1569.24, -8.73673
1569.24, -8.69367
1569.23, -8.65092
1569.23, -8.60848
1569.23, -8.56635
1569.23, -8.52453
1569.23, -8.48301
1569.23, -8.44179
1569.23, -8.40087
1569.23, -8.36024
1569.22, -8.3199
1569.22, -8.27986
1569.22, -8.2401
1569.22, -8.20062
1569.22, -8.16142
1569.22, -8.1225
1569.22, -8.08386
1569.22, -8.04549
1569.21, -8.0074
1569.21, -7.96957
1569.21, -7.93201
1569.21, -7.89471
1569.21, -7.85768
1569.21, -7.8209
1569.21, -7.78438
1569.21, -7.74812
1569.21, -7.71211
1569.2, -7.67635
1569.2, -7.64085
1569.2, -7.60558
1569.2, -7.57057
1569.2, -7.5358
1569.2, -7.50126
1569.2, -7.46697
1569.2, -7.43292
1569.19, -7.3991
1569.19, -7.36551
1569.19, -7.33216
1569.19, -7.29904
1569.19, -7.26614
1569.19, -7.23348
1569.19, -7.20103
1569.19, -7.16881
1569.18, -7.13682
1569.18, -7.10504
1569.18, -7.07348
1569.18, -7.04214
1569.18, -7.01101
1569.18, -6.9801
1569.18, -6.9494
1569.18, -6.91891
1569.17, -6.88863
1569.17, -6.85856
1569.17, -6.82869
1569.17, -6.79903
1569.17, -6.76958
1569.17, -6.74032
1569.17, -6.71127
1569.17, -6.68242
1569.17, -6.65376
1569.16, -6.6253
1569.16, -6.59704
1569.16, -6.56897
1569.16, -6.5411
1569.16, -6.51341
1569.16, -6.48592
1569.16, -6.45862
1569.16, -6.4315
1569.15, -6.40458
1569.15, -6.37784
1569.15, -6.35128
1569.15, -6.32491
1569.15, -6.29872
1569.15, -6.27271
1569.15, -6.24688
1569.15, -6.22123
1569.14, -6.19577
1569.14, -6.17047
1569.14, -6.14536
1569.14, -6.12042
1569.14, -6.09565
1569.14, -6.07106
1569.14, -6.04664
1569.14, -6.02239
1569.14, -5.99831
1569.13, -5.9744
1569.13, -5.95066
1569.13, -5.92708
1569.13, -5.90368
1569.13, -5.88044
1569.13, -5.85736
1569.13, -5.83445
1569.13, -5.8117
1569.12, -5.78912
1569.12, -5.76669
1569.12, -5.74443
1569.12, -5.72232
1569.12, -5.70038
1569.12, -5.67859
1569.12, -5.65696
1569.12, -5.63549
1569.11, -5.61417
1569.11, -5.59301
1569.11, -5.57201
1569.11, -5.55115
1569.11, -5.53045
1569.11, -5.50991
1569.11, -5.48951
1569.11, -5.46926
1569.1, -5.44917
1569.1, -5.42922
1569.1, -5.40943
1569.1, -5.38978
1569.1, -5.37027
1569.1, -5.35092
1569.1, -5.33171
1569.1, -5.31265
1569.1, -5.29373
1569.09, -5.27495
1569.09, -5.25632
1569.09, -5.23783
1569.09, -5.21949
1569.09, -5.20128
1569.09, -5.18322
1569.09, -5.1653
1569.09, -5.14752
1569.08, -5.12987
1569.08, -5.11237
1569.08, -5.095
1569.08, -5.07778
1569.08, -5.06069
1569.08, -5.04373
1569.08, -5.02691
1569.08, -5.01023
1569.07, -4.99368
1569.07, -4.97727
1569.07, -4.96099
1569.07, -4.94485
1569.07, -4.92884
1569.07, -4.91296
1569.07, -4.89721
1569.07, -4.88159
1569.07, -4.86611
1569.06, -4.85076
1569.06, -4.83553
1569.06, -4.82044
1569.06, -4.80547
1569.06, -4.79064
1569.06, -4.77593
1569.06, -4.76135
1569.06, -4.7469
1569.05, -4.73258
1569.05, -4.71838
1569.05, -4.70431
1569.05, -4.69036
1569.05, -4.67654
1569.05, -4.66285
1569.05, -4.64928
1569.05, -4.63584
1569.04, -4.62251
1569.04, -4.60932
1569.04, -4.59624
1569.04, -4.58329
1569.04, -4.57046
1569.04, -4.55776
1569.04, -4.54517
1569.04, -4.53271
1569.03, -4.52036
1569.03, -4.50814
1569.03, -4.49604
1569.03, -4.48406
1569.03, -4.4722
1569.03, -4.46046
1569.03, -4.44883
1569.03, -4.43733
1569.03, -4.42594
1569.02, -4.41468
1569.02, -4.40353
1569.02, -4.39249
1569.02, -4.38158
1569.02, -4.37078
1569.02, -4.3601
1569.02, -4.34954
1569.02, -4.33909
1569.01, -4.32876
1569.01, -4.31854
1569.01, -4.30844
1569.01, -4.29845
1569.01, -4.28858
1569.01, -4.27882
1569.01, -4.26918
1569.01, -4.25965
1569, -4.25023
1569, -4.24093
1569, -4.23174
1569, -4.22267
1569, -4.2137
1569, -4.20485
1569, -4.19611
1569, -4.18749
1569, -4.17897
1568.99, -4.17057
1568.99, -4.16228
1568.99, -4.1541
1568.99, -4.14603
1568.99, -4.13808
1568.99, -4.13023
1568.99, -4.12249
1568.99, -4.11487
1568.98, -4.10735
1568.98, -4.09994
1568.98, -4.09265
1568.98, -4.08546
1568.98, -4.07838
1568.98, -4.07141
1568.98, -4.06455
1568.98, -4.0578
1568.97, -4.05116
1568.97, -4.04463
1568.97, -4.0382
1568.97, -4.03188
1568.97, -4.02568
1568.97, -4.01957
1568.97, -4.01358
1568.97, -4.00769
1568.96, -4.00191
1568.96, -3.99624
1568.96, -3.99068
1568.96, -3.98522
1568.96, -3.97987
1568.96, -3.97463
1568.96, -3.96949
1568.96, -3.96446
1568.96, -3.95953
1568.95, -3.95472
1568.95, -3.95
1568.95, -3.9454
1568.95, -3.9409
1568.95, -3.9365
1568.95, -3.93221
1568.95, -3.92803
1568.95, -3.92395
1568.94, -3.91998
1568.94, -3.91611
1568.94, -3.91235
1568.94, -3.9087
1568.94, -3.90514
1568.94, -3.9017
1568.94, -3.89836
1568.94, -3.89512
1568.93, -3.89199
1568.93, -3.88896
1568.93, -3.88604
1568.93, -3.88322
1568.93, -3.8805
1568.93, -3.87789
1568.93, -3.87539
1568.93, -3.87299
1568.92, -3.87069
1568.92, -3.86849
1568.92, -3.86641
1568.92, -3.86442
1568.92, -3.86254
1568.92, -3.86076
1568.92, -3.85909
1568.92, -3.85752
1568.92, -3.85605
1568.91, -3.85469
1568.91, -3.85343
1568.91, -3.85228
1568.91, -3.85123
1568.91, -3.85028
1568.91, -3.84944
1568.91, -3.8487
1568.91, -3.84806
1568.9, -3.84753
1568.9, -3.8471
1568.9, -3.84678
1568.9, -3.84656
1568.9, -3.84644
1568.9, -3.84642
1568.9, -3.84651
1568.9, -3.84671
1568.89, -3.847
1568.89, -3.8474
1568.89, -3.84791
1568.89, -3.84851
1568.89, -3.84922
1568.89, -3.85004
1568.89, -3.85096
1568.89, -3.85198
1568.89, -3.8531
1568.88, -3.85433
1568.88, -3.85567
1568.88, -3.8571
1568.88, -3.85864
1568.88, -3.86029
1568.88, -3.86204
1568.88, -3.86389
1568.88, -3.86585
1568.87, -3.86791
1568.87, -3.87007
1568.87, -3.87234
1568.87, -3.87471
1568.87, -3.87719
1568.87, -3.87977
1568.87, -3.88246
1568.87, -3.88525
1568.86, -3.88815
1568.86, -3.89115
1568.86, -3.89425
1568.86, -3.89746
1568.86, -3.90077
1568.86, -3.90419
1568.86, -3.90772
1568.86, -3.91135
1568.85, -3.91508
1568.85, -3.91892
1568.85, -3.92287
1568.85, -3.92692
1568.85, -3.93107
1568.85, -3.93534
1568.85, -3.9397
1568.85, -3.94418
1568.85, -3.94876
1568.84, -3.95344
1568.84, -3.95824
1568.84, -3.96313
1568.84, -3.96814
1568.84, -3.97325
1568.84, -3.97847
1568.84, -3.98379
1568.84, -3.98923
1568.83, -3.99477
1568.83, -4.00041
1568.83, -4.00617
1568.83, -4.01203
1568.83, -4.018
1568.83, -4.02407
1568.83, -4.03026
1568.83, -4.03655
1568.82, -4.04295
1568.82, -4.04946
1568.82, -4.05608
1568.82, -4.06281
1568.82, -4.06965
1568.82, -4.07659
1568.82, -4.08365
1568.82, -4.09081
1568.82, -4.09808
1568.81, -4.10547
1568.81, -4.11296
1568.81, -4.12057
1568.81, -4.12828
1568.81, -4.13611
1568.81, -4.14404
1568.81, -4.15209
1568.81, -4.16025
1568.8, -4.16852
1568.8, -4.1769
1568.8, -4.1854
1568.8, -4.194
1568.8, -4.20272
1568.8, -4.21155
1568.8, -4.22049
1568.8, -4.22955
1568.79, -4.23872
1568.79, -4.248
1568.79, -4.2574
1568.79, -4.26691
1568.79, -4.27654
1568.79, -4.28628
1568.79, -4.29613
1568.79, -4.3061
1568.78, -4.31619
1568.78, -4.32639
1568.78, -4.3367
1568.78, -4.34714
1568.78, -4.35769
1568.78, -4.36835
1568.78, -4.37914
1568.78, -4.39004
1568.78, -4.40105
1568.77, -4.41219
1568.77, -4.42344
1568.77, -4.43481
1568.77, -4.44631
1568.77, -4.45792
1568.77, -4.46965
1568.77, -4.48149
1568.77, -4.49346
1568.76, -4.50555
1568.76, -4.51777
1568.76, -4.5301
1568.76, -4.54255
1568.76, -4.55513
1568.76, -4.56782
1568.76, -4.58064
1568.76, -4.59358
1568.75, -4.60665
1568.75, -4.61984
1568.75, -4.63315
1568.75, -4.64659
1568.75, -4.66015
1568.75, -4.67384
1568.75, -4.68766
1568.75, -4.70159
1568.75, -4.71566
1568.74, -4.72985
1568.74, -4.74417
1568.74, -4.75862
1568.74, -4.7732
1568.74, -4.7879
1568.74, -4.80273
1568.74, -4.81769
1568.74, -4.83279
1568.73, -4.84801
1568.73, -4.86336
1568.73, -4.87885
1568.73, -4.89446
1568.73, -4.91021
1568.73, -4.92609
1568.73, -4.9421
1568.73, -4.95825
1568.72, -4.97453
1568.72, -4.99095
1568.72, -5.0075
1568.72, -5.02419
1568.72, -5.04101
1568.72, -5.05797
1568.72, -5.07507
1568.72, -5.0923
1568.71, -5.10967
1568.71, -5.12719
1568.71, -5.14484
1568.71, -5.16263
1568.71, -5.18056
1568.71, -5.19863
1568.71, -5.21685
1568.71, -5.2352
1568.71, -5.25371
1568.7, -5.27235
1568.7, -5.29114
1568.7, -5.31007
1568.7, -5.32915
1568.7, -5.34837
1568.7, -5.36774
1568.7, -5.38726
1568.7, -5.40693
1568.69, -5.42674
1568.69, -5.44671
1568.69, -5.46682
1568.69, -5.48709
1568.69, -5.50751
1568.69, -5.52808
1568.69, -5.5488
1568.69, -5.56967
1568.68, -5.5907
1568.68, -5.61189
1568.68, -5.63323
1568.68, -5.65473
1568.68, -5.67639
1568.68, -5.6982
1568.68, -5.72017
1568.68, -5.74231
1568.67, -5.7646
1568.67, -5.78706
1568.67, -5.80968
1568.67, -5.83246
1568.67, -5.8554
1568.67, -5.87851
1568.67, -5.90179
1568.67, -5.92523
1568.67, -5.94884
1568.66, -5.97262
1568.66, -5.99657
1568.66, -6.02069
1568.66, -6.04498
1568.66, -6.06945
1568.66, -6.09408
1568.66, -6.11889
1568.66, -6.14388
1568.65, -6.16904
1568.65, -6.19438
1568.65, -6.2199
1568.65, -6.2456
1568.65, -6.27148
1568.65, -6.29754
1568.65, -6.32378
1568.65, -6.35021
1568.64, -6.37682
1568.64, -6.40362
1568.64, -6.4306
1568.64, -6.45777
1568.64, -6.48514
1568.64, -6.51269
1568.64, -6.54044
1568.64, -6.56838
1568.64, -6.59651
1568.63, -6.62484
1568.63, -6.65336
1568.63, -6.68209
1568.63, -6.71101
1568.63, -6.74014
1568.63, -6.76947
1568.63, -6.799
1568.63, -6.82874
1568.62, -6.85868
1568.62, -6.88883
1568.62, -6.91919
1568.62, -6.94976
1568.62, -6.98055
1568.62, -7.01154
1568.62, -7.04276
1568.62, -7.07419
1568.61, -7.10584
1568.61, -7.13771
1568.61, -7.1698
1568.61, -7.20211
1568.61, -7.23465
1568.61, -7.26742
1568.61, -7.30041
1568.61, -7.33364
1568.6, -7.3671
1568.6, -7.40079
1568.6, -7.43472
1568.6, -7.46888
1568.6, -7.50328
1568.6, -7.53793
1568.6, -7.57282
1568.6, -7.60795
1568.6, -7.64333
1568.59, -7.67896
1568.59, -7.71485
1568.59, -7.75098
1568.59, -7.78737
1568.59, -7.82402
1568.59, -7.86093
1568.59, -7.8981
1568.59, -7.93553
1568.58, -7.97324
1568.58, -8.01121
1568.58, -8.04945
1568.58, -8.08796
1568.58, -8.12676
1568.58, -8.16583
1568.58, -8.20518
1568.58, -8.24481
1568.57, -8.28474
1568.57, -8.32495
1568.57, -8.36545
1568.57, -8.40625
1568.57, -8.44734
1568.57, -8.48873
1568.57, -8.53043
1568.57, -8.57243
1568.57, -8.61475
1568.56, -8.65737
1568.56, -8.70031
1568.56, -8.74357
1568.56, -8.78714
1568.56, -8.83105
1568.56, -8.87528
1568.56, -8.91984
1568.56, -8.96474
1568.55, -9.00997
1568.55, -9.05555
1568.55, -9.10147
1568.55, -9.14774
1568.55, -9.19436
1568.55, -9.24134
1568.55, -9.28868
1568.55, -9.33639
1568.54, -9.38446
1568.54, -9.4329
1568.54, -9.48172
1568.54, -9.53093
1568.54, -9.58051
1568.54, -9.63049
1568.54, -9.68086
1568.54, -9.73163
1568.53, -9.78281
1568.53, -9.83439
1568.53, -9.88639
1568.53, -9.9388
1568.53, -9.99164
1568.53, -10.0449
1568.53, -10.0986
1568.53, -10.1527
1568.53, -10.2073
1568.52, -10.2624
1568.52, -10.3178
1568.52, -10.3738
1568.52, -10.4302
1568.52, -10.4871
1568.52, -10.5445
1568.52, -10.6023
1568.52, -10.6607
1568.51, -10.7195
1568.51, -10.7789
1568.51, -10.8388
1568.51, -10.8992
1568.51, -10.9601
1568.51, -11.0215
1568.51, -11.0835
1568.51, -11.1461
1568.5, -11.2092
1568.5, -11.2729
1568.5, -11.3371
1568.5, -11.402
1568.5, -11.4674
1568.5, -11.5334
1568.5, -11.6001
1568.5, -11.6674
1568.5, -11.7352
1568.49, -11.8038
1568.49, -11.873
1568.49, -11.9428
1568.49, -12.0133
1568.49, -12.0845
1568.49, -12.1564
1568.49, -12.229
1568.49, -12.3024
1568.48, -12.3764
1568.48, -12.4512
1568.48, -12.5267
1568.48, -12.6031
1568.48, -12.6801
1568.48, -12.758
1568.48, -12.8367
1568.48, -12.9163
1568.47, -12.9966
1568.47, -13.0779
1568.47, -13.16
1568.47, -13.243
1568.47, -13.3269
1568.47, -13.4117
1568.47, -13.4974
1568.47, -13.5842
1568.46, -13.6719
1568.46, -13.7606
1568.46, -13.8503
1568.46, -13.9411
1568.46, -14.0329
1568.46, -14.1258
1568.46, -14.2198
1568.46, -14.315
1568.46, -14.4113
1568.45, -14.5088
1568.45, -14.6076
1568.45, -14.7075
1568.45, -14.8088
1568.45, -14.9113
1568.45, -15.0152
1568.45, -15.1204
1568.45, -15.227
1568.44, -15.3351
1568.44, -15.4446
1568.44, -15.5557
1568.44, -15.6682
1568.44, -15.7824
1568.44, -15.8982
1568.44, -16.0157
1568.44, -16.1348
1568.43, -16.2558
1568.43, -16.3785
1568.43, -16.5032
1568.43, -16.6297
1568.43, -16.7582
1568.43, -16.8888
1568.43, -17.0215
1568.43, -17.1563
1568.43, -17.2933
1568.42, -17.4327
1568.42, -17.5744
1568.42, -17.7186
1568.42, -17.8654
1568.42, -18.0148
1568.42, -18.1669
1568.42, -18.3218
1568.42, -18.4796
1568.41, -18.6405
1568.41, -18.8045
1568.41, -18.9717
1568.41, -19.1424
1568.41, -19.3166
1568.41, -19.4945
1568.41, -19.6762
1568.41, -19.8618
1568.4, -20.0517
1568.4, -20.2459
1568.4, -20.4446
1568.4, -20.6481
1568.4, -20.8566
1568.4, -21.0704
1568.4, -21.2896
1568.4, -21.5146
1568.39, -21.7457
1568.39, -21.9833
1568.39, -22.2276
1568.39, -22.4791
1568.39, -22.7383
1568.39, -23.0055
1568.39, -23.2812
1568.39, -23.5662
1568.39, -23.8609
1568.38, -24.1661
1568.38, -24.4825
1568.38, -24.8109
1568.38, -25.1524
1568.38, -25.508
1568.38, -25.8788
1568.38, -26.2663
1568.38, -26.672
1568.37, -27.0977
1568.37, -27.5454
1568.37, -28.0175
1568.37, -28.5169
1568.37, -29.0468
1568.37, -29.6112
1568.37, -30.2149
1568.37, -30.8638
1568.36, -31.5651
1568.36, -32.328
1568.36, -33.1643
1568.36, -34.0896
1568.36, -35.125
1568.36, -36.2999
1568.36, -37.6575
1568.36, -39.2645
1568.36, -41.2312
1568.35, -43.7598
1568.35, -47.2727
1568.35, -52.7513
1568.35, -57.4904
1568.35, -50.881
1568.35, -46.1167
1568.35, -42.9544
1568.35, -40.6174
1568.34, -38.7695
1568.34, -37.2431
1568.34, -35.9436
1568.34, -34.8125
1568.34, -33.8114
1568.34, -32.9135
1568.34, -32.0996
1568.34, -31.3554
1568.33, -30.6699
1568.33, -30.0346
1568.33, -29.4426
1568.33, -28.8884
1568.33, -28.3676
1568.33, -27.8762
1568.33, -27.4113
1568.33, -26.97
1568.32, -26.5502
1568.32, -26.1498
1568.32, -25.7671
1568.32, -25.4007
1568.32, -25.0491
1568.32, -24.7114
1568.32, -24.3864
1568.32, -24.0731
1568.32, -23.7709
1568.31, -23.479
1568.31, -23.1966
1568.31, -22.9232
1568.31, -22.6582
1568.31, -22.4012
1568.31, -22.1517
1568.31, -21.9092
1568.31, -21.6734
1568.3, -21.444
1568.3, -21.2205
1568.3, -21.0028
1568.3, -20.7904
